message,label
Kindly wire 1682 immediately I am currently in a meeting,1
Please update vendor bank details and send 1005,1
Let's discuss the budget updates in today's meeting,0
Team lunch scheduled for Friday afternoon,0
Please review the attached document,0
I need an urgent payment of 3082 sent today,1
Hi finance team please urgently wire 5756 to the vendor account today,1
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Team lunch scheduled for Friday afternoon,0
Please review the attached document,0
Reminder to review the quarterly financial report,0
Confidential request: wire 31330 to the supplier today,1
Invoice attached for last month's services,0
Please update vendor bank details and send 32072,1
Please transfer 26465 to the updated vendor account,1
Kindly wire 14921 immediately I am currently in a meeting,1
Transfer 31997 ASAP and confirm once completed,1
Please review the attached document,0
I need an urgent payment of 39526 sent today,1
Let's discuss the budget updates in today's meeting,0
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
Reminder about the project planning meeting,0
Confidential request: wire 30415 to the supplier today,1
Please confirm receipt of this message,0
Let's discuss the budget updates in today's meeting,0
Confidential request: wire 46150 to the supplier today,1
Let's discuss the budget updates in today's meeting,0
Kindly wire 29148 immediately I am currently in a meeting,1
Reminder to review the quarterly financial report,0
Kindly wire 35824 immediately I am currently in a meeting,1
Confidential request: wire 24003 to the supplier today,1
Invoice attached for last month's services,0
Reminder to review the quarterly financial report,0
Transfer 33533 ASAP and confirm once completed,1
Please confirm receipt of this message,0
Let's discuss the budget updates in today's meeting,0
I need an urgent payment of 27363 sent today,1
Please update vendor bank details and send 45424,1
Reminder to review the quarterly financial report,0
Please schedule the team meeting for tomorrow,0
Let's discuss the budget updates in today's meeting,0
Hi finance team please urgently wire 16659 to the vendor account today,1
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Hi finance team please urgently wire 32401 to the vendor account today,1
This is the CEO. Process a transfer of 13324 immediately,1
Please schedule the team meeting for tomorrow,0
Please review the attached document,0
Confidential request: wire 26448 to the supplier today,1
Please transfer 9043 to the updated vendor account,1
Invoice attached for last month's services,0
Reminder to review the quarterly financial report,0
Transfer 23162 ASAP and confirm once completed,1
Reminder to review the quarterly financial report,0
Please schedule the team meeting for tomorrow,0
Kindly wire 27863 immediately I am currently in a meeting,1
Please review the attached document,0
Invoice attached for last month's services,0
I need an urgent payment of 37934 sent today,1
Please confirm receipt of this message,0
This is the CEO. Process a transfer of 37574 immediately,1
Please transfer 35496 to the updated vendor account,1
Let's discuss the budget updates in today's meeting,0
Let's discuss the budget updates in today's meeting,0
Please update vendor bank details and send 12467,1
Kindly wire 31722 immediately I am currently in a meeting,1
This is the CEO. Process a transfer of 47478 immediately,1
Kindly wire 33117 immediately I am currently in a meeting,1
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 5602 immediately,1
Please transfer 43743 to the updated vendor account,1
Let's discuss the budget updates in today's meeting,0
Confidential request: wire 10256 to the supplier today,1
Reminder to review the quarterly financial report,0
Confidential request: wire 20849 to the supplier today,1
Kindly wire 8726 immediately I am currently in a meeting,1
Please schedule the team meeting for tomorrow,0
Invoice attached for last month's services,0
Reminder about the project planning meeting,0
Confidential request: wire 21201 to the supplier today,1
Let's discuss the budget updates in today's meeting,0
I need an urgent payment of 48037 sent today,1
Confidential request: wire 33089 to the supplier today,1
Hi finance team please urgently wire 32195 to the vendor account today,1
Reminder to review the quarterly financial report,0
Please update vendor bank details and send 22558,1
Confidential request: wire 33401 to the supplier today,1
I need an urgent payment of 7835 sent today,1
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Please confirm receipt of this message,0
Transfer 16686 ASAP and confirm once completed,1
I need an urgent payment of 19104 sent today,1
This is the CEO. Process a transfer of 43555 immediately,1
Hi finance team please urgently wire 43930 to the vendor account today,1
Confidential request: wire 47896 to the supplier today,1
Invoice attached for last month's services,0
Team lunch scheduled for Friday afternoon,0
Please transfer 23327 to the updated vendor account,1
I need an urgent payment of 1857 sent today,1
This is the CEO. Process a transfer of 37302 immediately,1
Team lunch scheduled for Friday afternoon,0
Team lunch scheduled for Friday afternoon,0
Please update vendor bank details and send 34597,1
Please confirm receipt of this message,0
Please confirm receipt of this message,0
Please review the attached document,0
Please schedule the team meeting for tomorrow,0
Reminder to review the quarterly financial report,0
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
Kindly wire 23207 immediately I am currently in a meeting,1
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Invoice attached for last month's services,0
Reminder to review the quarterly financial report,0
Please update vendor bank details and send 1235,1
Please review the attached document,0
Kindly wire 15789 immediately I am currently in a meeting,1
I need an urgent payment of 19346 sent today,1
Please transfer 25724 to the updated vendor account,1
Kindly wire 45884 immediately I am currently in a meeting,1
Hi finance team please urgently wire 24385 to the vendor account today,1
Please update vendor bank details and send 26518,1
Reminder about the project planning meeting,0
Please review the attached document,0
Please schedule the team meeting for tomorrow,0
Please schedule the team meeting for tomorrow,0
Please schedule the team meeting for tomorrow,0
Kindly wire 7837 immediately I am currently in a meeting,1
This is the CEO. Process a transfer of 8760 immediately,1
Hi finance team please urgently wire 22220 to the vendor account today,1
Please update vendor bank details and send 26908,1
Please review the attached document,0
Hi finance team please urgently wire 46847 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
Hi finance team please urgently wire 23694 to the vendor account today,1
Reminder to review the quarterly financial report,0
Reminder about the project planning meeting,0
Team lunch scheduled for Friday afternoon,0
Kindly wire 30533 immediately I am currently in a meeting,1
